CustomerID,Recency,Frequency,Monetary,AveragePurchase,Cluster,PCA1,PCA2
12347.0,96,5,2540.29,508.058,0,0.798478436918951,1.600822394039851
12348.0,221,1,367.0,367.0,0,-0.720862275979277,-1.1310885486057396
12350.0,312,1,334.4,334.4,0,-0.8558079193637109,-1.1338452468311426
12352.0,275,3,1296.38,432.1266666666667,0,-0.05303595149006757,0.05456666643095032
12355.0,97,1,459.4,459.4,0,-0.340228099690257,-1.1424189502350945
12356.0,129,1,481.46000000000004,481.46000000000004,0,-0.2502046303500708,-1.1539299422051306
12357.0,183,1,6207.67,6207.67,2,23.231560316990432,-2.9622666634799466
12358.0,4,2,1168.06,584.03,0,0.4409958613244087,-0.3959982747961661
12359.0,10,3,3495.73,1165.2433333333333,0,3.61436696017798,1.4583329424924725
12362.0,31,5,2135.79,427.158,0,0.3225437873210506,1.2832212825110618
12363.0,37,1,299.1,299.1,0,-0.9967707426123309,-1.083435713816742
12364.0,302,1,310.32,310.32,0,-0.9544190346424921,-1.124843812351296
12367.0,213,1,168.9,168.9,0,-1.533136479051565,-1.0676520755929608
12370.0,69,1,938.39,938.39,0,1.6244400459224837,-1.2890358708009855
12371.0,31,1,1527.96,1527.96,0,4.042721829432323,-1.4689954538376204
12372.0,36,1,515.7,515.7,0,-0.10850591664174447,-1.1514030587465607
12373.0,343,1,364.6,364.6,0,-0.7323894595426461,-1.1477729343152825
12375.0,305,1,230.3,230.3,0,-1.2826130382890413,-1.100110198477536
12378.0,306,1,4008.62,4008.62,0,14.211817152503986,-2.288353159428115
12380.0,158,1,607.5500000000001,607.5500000000001,0,0.26647501643551275,-1.1977245388983522
12381.0,1,5,1845.31,369.062,0,-0.0194652996977438,1.05276122246274
12383.0,10,2,750.61,375.305,0,-0.5086157764327686,-0.5584790907097601
12384.0,30,2,585.27,292.635,0,-0.8849731909809585,-0.62535226235753
12386.0,193,2,401.9,200.95,0,-1.3043166333599847,-0.719646945184145
12388.0,99,2,334.95000000000005,167.47500000000002,0,-1.4553022911580502,-0.7321311619997659
12393.0,40,2,884.1,442.05,0,-0.2053947439159708,-0.5110843703102592
12394.0,154,2,1272.48,636.24,0,0.6764370380433025,-0.37701170340363377
12395.0,6,7,1762.63,251.80428571428573,0,-0.47084566415983814,1.3994314711698688
12397.0,244,1,1195.09,1195.09,0,2.674719318625174,-1.3947707412578443
12399.0,3,3,820.6,273.53333333333336,0,-0.8418475730308952,-0.20203162805783847
12401.0,100,1,84.3,84.3,0,-1.8785103267672145,-1.0248968607324893
12406.0,96,1,1621.25,1621.25,0,4.4243953178405615,-1.5076219823960582
12407.0,187,1,719.06,719.06,0,0.7233638054956808,-1.236934426446025
12408.0,153,2,1396.78,698.39,0,0.9591827354795632,-0.3287438149894661
12409.0,66,1,6207.08,6207.08,2,23.2307568036244,-2.9453567824960882
12410.0,253,2,693.3299999999999,346.66499999999996,0,-0.6422607742933866,-0.6153912540995607
12413.0,193,2,673.45,336.725,0,-0.6866509577091906,-0.6145115560205477
12414.0,189,2,319.61,159.805,0,-1.4914376270171825,-0.750935202488302
12415.0,71,10,44582.79,4458.279,3,34.11024279498573,42.518795363217826
